timestamp,order_book_imbalance,spread_percent,cumulative_delta,funding_rate,buy_trades,sell_trades,total_trades,current_price,target
2025-11-15T18:54:39.450922,0.5,100.0,0,0.0,0,0,0,96277.3,0
2025-11-15T18:54:41.476984,0.4364064043931829,0.00010386664352995862,-0.14,0.0,0,2,2,96277.3,0
2025-11-15T18:54:43.522888,0.006206488900564824,0.0003116005779031135,-0.18,0.0,0,4,4,96277.3,0
2025-11-15T18:54:44.541374,0.964153820091479,0.00010386664352995862,-0.29,0.0,0,5,5,96277.3,0
2025-11-15T18:54:46.621368,0.9390716855312801,0.00010386664352995862,-0.24,0.0,2,5,7,96277.4,0
2025-11-15T18:54:48.704108,0.9579953512641716,0.004673998959256231,0.59,0.0,3,6,9,96277.4,0
2025-11-15T18:54:50.799689,0.5879539030223961,0.00010386664352995862,-2.52,0.0,3,8,11,96277.3,0
2025-11-15T18:54:52.920569,0.5,100.0,0.27999999999999975,0.0,5,8,13,96277.4,0
2025-11-15T18:54:54.951626,0.002780227786938681,0.001246413963157135,-2.2,0.0,6,9,15,96277.3,0
2025-11-15T18:54:57.020805,0.579699863574352,0.023268037403379196,-5.44,0.0,7,10,17,96277.3,0
2025-11-15T18:54:59.120532,0.09699293020747046,0.00010386685929599962,-5.5200000000000005,0.0,7,12,19,96277.2,0
2025-11-15T18:55:01.146612,0.9682007636480223,0.0022850709047084815,-5.630000000000001,0.0,7,14,21,96277.1,0
2025-11-15T18:55:03.168244,0.8673320350535539,0.0010386685930506838,-5.66,0.0,8,15,23,96277.1,0
2025-11-15T18:55:05.227550,0.9158900694485665,0.0005193353753600293,-5.54,0.0,9,16,25,96277.0,0
2025-11-15T18:55:07.276608,0.9926390103068549,0.0007270665047701687,-5.79,0.0,10,17,27,96277.3,0
2025-11-15T18:55:09.390177,0.9092153338966712,0.0011423052758987302,-5.53,0.0,12,17,29,96296.3,0
2025-11-15T18:55:11.467585,0.9960241709343198,0.00010384593417810695,-5.45,0.0,13,18,31,96296.5,0
2025-11-15T18:55:13.563040,0.005644225643598508,0.0023884267225519513,-15.180000000000001,0.0,14,19,33,96299.9,0
2025-11-15T18:55:15.726096,0.6598187686196624,0.012150655668070142,-16.220000000000002,0.0,14,21,35,96291.1,0
